"","executive_order_number","title","publication_date","signing_date","citation","document_number","executive_order_notes","html_url","president","year"
"457",13138,"Continuance of Certain Federal Advisory Committees","10/04/1999","09/30/1999","64 FR 53879"," 99-25958","Amends: EO 12131, May 4, 1979; EO 12345, February 2, 1982; EO 12367, June 15, 1982; EO 13115, March 25, 1999;
; ;  Supersedes: EO 13062, September 29, 1997 (in part);
; ;  Revokes: EO 12852, June 29, 1993; EO 12961, May 26, 1995; EO 13010, July 15, 1996, (in part); EO 13017, September 5, 1996; EO 13037, March 3, 1997; EO 13038, March 11, 1997; EO 13050, June 13, 1997;
; ;  Superseded by: EO 13225, September 28, 2001 (in part);
; ;  Revoked by: EO 13226, September 30, 2001 (in part)","https://www.federalregister.gov/articles/1999/10/04/99-25958/continuance-of-certain-federal-advisory-committees","Clinton",1999
"458",13139,"Improving Health Protection of Military Personnel Participating in Particular Military Operations","10/05/1999","09/30/1999","64 FR 54175"," 99-26078","See: Food and Drug Administration rule of May 25, 1999 (64 FR 54180)","https://www.federalregister.gov/articles/1999/10/05/99-26078/improving-health-protection-of-military-personnel-participating-in-particular-military-operations","Clinton",1999
"459",13140,"1999 Amendments to the Manual for Courts-Martial, United States","10/12/1999","10/06/1999","64 FR 55115"," 99-26670","Amends: EO 12473, April 13, 1984;
; ;  See: EO 12484, July 13, 1984; EO 12550, February 19, 1986; EO 12586, March 3, 1987; EO 12708, March 23, 1990; EO 12767, June 27, 1991; EO 12888, December 23, 1993; EO 12936, November 10, 1994; EO 12960, May 12, 1995; EO 13086, May 27, 1998","https://www.federalregister.gov/articles/1999/10/12/99-26670/1999-amendments-to-the-manual-for-courts-martial-united-states","Clinton",1999
"460",13141,"Environmental Review of Trade Agreements","11/18/1999","11/16/1999","64 FR 63169"," 99-30346","","https://www.federalregister.gov/articles/1999/11/18/99-30346/environmental-review-of-trade-agreements","Clinton",1999
"461",13142,"Amendment To Executive Order 12958Classified National Security Information","11/23/1999","11/19/1999","64 FR 66089"," 99-30687","Amends: EO 12958, April 17, 1995","https://www.federalregister.gov/articles/1999/11/23/99-30687/amendment-to-executive-order-12958classified-national-security-information","Clinton",1999
"462",13143,"Amending Executive Order 10173, as Amended, Prescribing Regulations Relating to the Safeguarding of Vessels, Harbors, Ports, and Waterfront Facilities of the United States","12/06/1999","12/01/1999","64 FR 68273"," 99-31748","Amends: EO 10173, October 18, 1950","https://www.federalregister.gov/articles/1999/12/06/99-31748/amending-executive-order-10173-as-amended-prescribing-regulations-relating-to-the-safeguarding-of","Clinton",1999
"463",13144,"Adjustments of Certain Rates of Pay","12/23/1999","12/21/1999","64 FR 72237"," 99-33511","Supersedes: EO 13106, December 7, 1998 (in part);
; ;  Superseded by: EO 13182, December 23, 2000","https://www.federalregister.gov/articles/1999/12/23/99-33511/adjustments-of-certain-rates-of-pay","Clinton",1999
"464",13145,"To Prohibit Discrimination in Federal Employment Based on Genetic Information","02/10/2000","02/08/2000","65 FR 6877"," 00-3331","","https://www.federalregister.gov/articles/2000/02/10/00-3331/to-prohibit-discrimination-in-federal-employment-based-on-genetic-information","Clinton",2000
"465",13146,"President's Council on the Future of Princeville, North Carolina","03/02/2000","02/29/2000","65 FR 11201"," 00-5209","","https://www.federalregister.gov/articles/2000/03/02/00-5209/presidents-council-on-the-future-of-princeville-north-carolina","Clinton",2000
"466",13147,"White House Commission on Complementary and Alternative Medicine Policy","03/10/2000","03/07/2000","65 FR 13233"," 00-6126","Amended by: EO 13167, September 15, 2000;
; ;  Revoked by: EO 13316, September 17, 2003","https://www.federalregister.gov/articles/2000/03/10/00-6126/white-house-commission-on-complementary-and-alternative-medicine-policy","Clinton",2000
"467",13148,"Greening the Government Through Leadership in","04/26/2000","04/21/2000","65 FR 24595"," 00-10550","Revokes: EO 12088, October 13, 1978 (in part); EO 12843, April 21, 1993; EO 12856, August 3, 1993; EO 12969, August 8, 1995; Memorandum of April 26, 1994;
; ;  Revoked by: EO 13423, January 24, 2007;
; ;  See:  EO 13101, September 14, 1998; EO 13123, June 3, 1999; EO 13134, August 12, 1999","https://www.federalregister.gov/articles/2000/04/26/00-10550/greening-the-government-through-leadership-in","Clinton",2000
"468",13149,"Greening the Government Through Federal Fleet and","04/26/2000","04/21/2000","65 FR 24607"," 00-10551","Revokes: EO 13031, December 13, 1996;
; ;  Revoked by: EO 13423, January 24, 2007;
; ;  See:  EO 13101, September 14, 1998; Proc. 7308, May 15, 2000 (65 FR 31783)","https://www.federalregister.gov/articles/2000/04/26/00-10551/greening-the-government-through-federal-fleet-and","Clinton",2000
"469",13150,"Federal Workforce Transportation","04/26/2000","04/21/2000","65 FR 24613"," 00-10552","","https://www.federalregister.gov/articles/2000/04/26/00-10552/federal-workforce-transportation","Clinton",2000
"470",13151,"Global Disaster Information Network","05/02/2000","04/27/2000","65 FR 25619"," 00-11070","Amended by: EO 13284, January 23, 2003","https://www.federalregister.gov/articles/2000/05/02/00-11070/global-disaster-information-network","Clinton",2000
"471",13152,"Further Amendment to Executive Order 11478, Equal Employment Opportunity in Federal Government","05/04/2000","05/02/2000","65 FR 26115"," 00-11336","Amends:  EO 11478, August 8, 1969;
; ;  Note: This Executive order expands equal employment policy in the Federal Government by prohibiting discrimination based on parental status.","https://www.federalregister.gov/articles/2000/05/04/00-11336/further-amendment-to-executive-order-11478-equal-employment-opportunity-in-federal-government","Clinton",2000
"472",13153,"Actions To Improve Low-Performing Schools","05/05/2000","05/03/2000","65 FR 26475"," 00-11531","","https://www.federalregister.gov/articles/2000/05/05/00-11531/actions-to-improve-low-performing-schools","Clinton",2000
"473",13154,"Establishing the Kosovo Campaign Medal","05/05/2000","05/03/2000","65 FR 26479"," 00-11532","Amended by: EO 13286, February 28, 2003;
; ;  See:  EO 10977, December 4, 1961; EO 12985, January 11, 1996","https://www.federalregister.gov/articles/2000/05/05/00-11532/establishing-the-kosovo-campaign-medal","Clinton",2000
"474",13155,"Access to HIV/AIDS Pharmaceuticals and Medical","05/12/2000","05/10/2000","65 FR 30521"," 00-12177","","https://www.federalregister.gov/articles/2000/05/12/00-12177/access-to-hivaids-pharmaceuticals-and-medical","Clinton",2000
"475",13156,"Amendment to Executive Order 12871 Regarding the National Partnership Council","05/19/2000","05/17/2000","65 FR 31785"," 00-12840","Amends:  EO 12871, October 1, 1993;
; ;  See:  EO 12983, December 21, 1995; EO 13203, February 17, 2001","https://www.federalregister.gov/articles/2000/05/19/00-12840/amendment-to-executive-order-12871-regarding-the-national-partnership-council","Clinton",2000
"476",13157,"Increasing Opportunities for Women-Owned Small Businesses","05/25/2000","05/23/2000","65 FR 34035"," 00-13367","","https://www.federalregister.gov/articles/2000/05/25/00-13367/increasing-opportunities-for-women-owned-small-businesses","Clinton",2000
"477",13158,"Marine Protected Areas","05/31/2000","05/26/2000","65 FR 34909"," 00-13830","See:  Proc. 5030, March 10, 1983; Proc. 5928, December 27, 1988; Proc. 7219, September 2, 1999; EO 13178, December 4, 2000","https://www.federalregister.gov/articles/2000/05/31/00-13830/marine-protected-areas","Clinton",2000
"478",13159,"Blocking Property of the Government of the Russian Federation Relating to the Disposition of Highly Enriched Uranium Extracted From Nuclear Weapons","06/26/2000","06/21/2000","65 FR 39279"," 00-16252","See:  EO 12938, November 14, 1994; EO 13085, May 26, 1998; Notice of June 18, 2002; Notice of June 10, 2003; Notice of June 16, 2004; Notice of June 17, 2005; Notice of June 19, 2006; Notice of June 19, 2007; Notice of June 18, 2008; Notice of June 18, 2009; Notice of June 17, 2010","https://www.federalregister.gov/articles/2000/06/26/00-16252/blocking-property-of-the-government-of-the-russian-federation-relating-to-the-disposition-of-highly","Clinton",2000
"479",13160,"Nondiscrimination on the Basis of Race, Sex, Color, National Origin, Disability, Religion, Age, Sexual Orientation, and Status as a Parent in Federally Conducted Education and Training Programs","06/27/2000","06/23/2000","65 FR 39775"," 00-16434","See:  EO 12250, November 2, 1980","https://www.federalregister.gov/articles/2000/06/27/00-16434/nondiscrimination-on-the-basis-of-race-sex-color-national-origin-disability-religion-age-sexual","Clinton",2000
"480",13161,"Establishment of the Presidential Medal of Valor for Public Safety Officers","07/05/2000","06/29/2000","65 FR 41543"," 00-17174","","https://www.federalregister.gov/articles/2000/07/05/00-17174/establishment-of-the-presidential-medal-of-valor-for-public-safety-officers","Clinton",2000
"481",13162,"Federal Career Intern Program","07/12/2000","07/06/2000","65 FR 43211"," 00-17829","Revokes: EO 12596, May 7, 1987;
; ;  Revoked by: EO 13562, December 27, 2010","https://www.federalregister.gov/articles/2000/07/12/00-17829/federal-career-intern-program","Clinton",2000
"482",13163,"Increasing the Opportunity for Individuals With Disabilities To Be Employed in the Federal Government","07/28/2000","07/26/2000","65 FR 46563"," 00-19322","See: EO 13548, July 26, 2010; EO 13583, August 18, 2011","https://www.federalregister.gov/articles/2000/07/28/00-19322/increasing-the-opportunity-for-individuals-with-disabilities-to-be-employed-in-the-federal","Clinton",2000
"483",13164,"Requiring Federal Agencies To Establish Procedures To","07/28/2000","07/26/2000","65 FR 46565"," 00-19323","","https://www.federalregister.gov/articles/2000/07/28/00-19323/requiring-federal-agencies-to-establish-procedures-to","Clinton",2000
"484",13165,"Creation of the White House Task Force on Drug Use in Sports and Authorization for the Director of the Office of National Drug Control Policy To Serve as the United States Government's Representative on the Board of the World Anti-Doping Agency","08/14/2000","08/09/2000","65 FR 49469"," 00-20670","Amended by: EO 13286, February 28, 2003","https://www.federalregister.gov/articles/2000/08/14/00-20670/creation-of-the-white-house-task-force-on-drug-use-in-sports-and-authorization-for-the-director-of","Clinton",2000
"485",13166,"Improving Access to Services for Persons With Limited English Proficiency","08/16/2000","08/11/2000","65 FR 50121"," 00-20938","See:  Department of Justice notice of August 16, 2000 (65 FR 50123)","https://www.federalregister.gov/articles/2000/08/16/00-20938/improving-access-to-services-for-persons-with-limited-english-proficiency","Clinton",2000
"486",13167,"Amendment to Executive Order 13147, Increasing the Membership of the White House Commission on Complementary and Alternative Medicine Policy","09/20/2000","09/15/2000","65 FR 57079"," 00-24364","Amends:  EO 13147, March 7, 2000","https://www.federalregister.gov/articles/2000/09/20/00-24364/amendment-to-executive-order-13147-increasing-the-membership-of-the-white-house-commission-on","Clinton",2000
"487",13168,"President's Commission on Improving Economic Opportunity in Communities Dependent on Tobacco Production While Protecting Public Health","09/27/2000","09/22/2000","65 FR 58217"," 00-24978","Revoked by: EO 13225, September 28, 2001","https://www.federalregister.gov/articles/2000/09/27/00-24978/presidents-commission-on-improving-economic-opportunity-in-communities-dependent-on-tobacco","Clinton",2000
"488",13169,"Assistance to Small Business Exporters and Dislocated","10/12/2000","10/06/2000","65 FR 60581"," 00-26397","","https://www.federalregister.gov/articles/2000/10/12/00-26397/assistance-to-small-business-exporters-and-dislocated","Clinton",2000
"489",13170,"Increasing Opportunities and Access for Disadvantaged Businesses","10/12/2000","10/06/2000","65 FR 60827"," 00-26446","See:  EO 11625, October 13, 1971","https://www.federalregister.gov/articles/2000/10/12/00-26446/increasing-opportunities-and-access-for-disadvantaged-businesses","Clinton",2000
"490",13171,"Hispanic Employment in the Federal Government","10/16/2000","10/12/2000","65 FR 61251"," 00-26716","See: EO 13583, August 18, 2011","https://www.federalregister.gov/articles/2000/10/16/00-26716/hispanic-employment-in-the-federal-government","Clinton",2000
"491",13172,"Amendment to Executive Order 13078, To Expand the Role of the National Task Force on Employment of Adults With Disabilities To Include a Focus on Youth","10/27/2000","10/25/2000","65 FR 64577"," 00-27892","Amends:  EO 13078, March 13, 1998","https://www.federalregister.gov/articles/2000/10/27/00-27892/amendment-to-executive-order-13078-to-expand-the-role-of-the-national-task-force-on-employment-of","Clinton",2000
"492",13173,"Interagency Task Force on the Economic Development of the Central San Joaquin Valley","10/27/2000","10/25/2000","65 FR 64579"," 00-27893","Amended by: EO 13359, October 20, 2004","https://www.federalregister.gov/articles/2000/10/27/00-27893/interagency-task-force-on-the-economic-development-of-the-central-san-joaquin-valley","Clinton",2000
"493",13174,"Commission on Workers, Communities, and Economic Change in the New Economy","11/02/2000","10/27/2000","65 FR 65705"," 00-28299","Revoked by: EO 13218, June 20, 2001","https://www.federalregister.gov/articles/2000/11/02/00-28299/commission-on-workers-communities-and-economic-change-in-the-new-economy","Clinton",2000
"494",13175,"Consultation and Coordination With Indian Tribal Governments","11/09/2000","11/06/2000","65 FR 67249"," 00-29003","Revokes: EO 13084, May 14, 1998;
; ;  See:  EO 12866, September 30, 1993; EO 12988, February 5, 1996; EO 13132, August 4, 1999; EO 13336, April 30, 2004; Memorandum of April 29, 1994","https://www.federalregister.gov/articles/2000/11/09/00-29003/consultation-and-coordination-with-indian-tribal-governments","Clinton",2000
"495",13176,"Facilitation of a Presidential Transition","11/30/2000","11/27/2000","65 FR 71233"," 00-30690","Superseded by: EO 13476, October 9, 2008","https://www.federalregister.gov/articles/2000/11/30/00-30690/facilitation-of-a-presidential-transition","Clinton",2000
"496",13177,"National Commission on the Use of Offsets in Defense Trade and President's Council on the Use of Offsets in Commercial Trade","12/06/2000","12/04/2000","65 FR 76558"," 00-31252","Revoked (in part) by: EO 13316, September 17, 2003","https://www.federalregister.gov/articles/2000/12/06/00-31252/national-commission-on-the-use-of-offsets-in-defense-trade-and-presidents-council-on-the-use-of","Clinton",2000
